,Owner,Team,League,Recipient,Amount,Election Year,Party
1603,John Stanton,Seattle Mariners,MLB,HATCH ELECTION COMMITTEE INC.,2700,2018,Republican
1604,John Stanton,Seattle Mariners,MLB,ADAM SMITH FOR CONGRESS COMMITTEE,2700,2018,Democrat
1605,John Stanton,Seattle Mariners,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,2000,2018,Republican
1606,John Stanton,Seattle Mariners,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,1000,2020,Republican
1607,John Stanton,Seattle Mariners,MLB,FRIENDS OF MARK WARNER,1000,2020,Democrat
1608,John W. Henry,"Boston Red Sox, Roush Fenway Racing","MLB, NASCAR",DODSON FOR SENATE - WYOMING FIRST,2700,2018,Republican
1609,John York,San Francisco 49ers,NFL,TIM RYAN FOR CONGRESS,5600,2020,Democrat
1610,John York,San Francisco 49ers,NFL,TIM RYAN FOR CONGRESS,5000,2016,Democrat
1611,John York,San Francisco 49ers,NFL,TIM RYAN FOR AMERICA,2700,2020,Democrat
1612,John York,San Francisco 49ers,NFL,HILLARY FOR AMERICA,950,2016,Democrat
1613,Jon Ledecky,New York Islanders,NHL,NUTMEG PAC,5000,2016,Democrat
1614,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CONGRESSIONAL LEADERSHIP FUND,150000,2016,Republican
1615,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",BAYH VICTORY FUND,12700,2016,Democrat
1616,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",MAJORITY RISING,11200,2020,Republican
1617,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CORNYN MAJORITY COMMITTEE,10400,2018,Republican
1618,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",WINRED,8400,2020,Republican
1619,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ALASKANS FOR DAN SULLIVAN,5600,2020,Republican
1620,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CORY GARDNER FOR SENATE,5600,2020,Republican
1621,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JOHN BARRASSO,5600,2020,Republican
1622,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF PAT TOOMEY,5600,2020,Republican
1623,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",JIM RISCH FOR U.S. SENATE COMMITTEE,5600,2020,Republican
1624,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL","TEAM GRAHAM, INC.",5600,2020,Republican
1625,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",TEAM HAGERTY,5600,2020,Republican
1626,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",DONALD NORCROSS FOR CONGRESS,5500,2020,Democrat
1627,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",GRASSLEY COMMITTEE INC,5400,2016,Republican
1628,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",KIRK FOR SENATE,5400,2016,Republican
1629,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",SHELBY FOR U S SENATE,5400,2016,Republican
1630,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",HELLER FOR SENATE,5400,2018,Republican
1631,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",JEFF FLAKE FOR US SENATE INC,5400,2018,Republican
1632,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ROYCE CAMPAIGN COMMITTEE,5400,2018,Republican
1633,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",DONALD NORCROSS FOR CONGRESS,5400,2018,Democrat
1634,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF PAT TOOMEY,5000,2016,Republican
1635,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",HATCH VICTORY COMMITTEE,5000,2016,Republican
1636,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ERNST VICTORY,3500,2020,Republican
1637,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",COTTON VICTORY,2800,2020,Republican
1638,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JIM INHOFE,2800,2020,Republican
1639,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF SESSIONS SENATE COMMITTEE INC,2800,2020,Republican
1640,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",THOM TILLIS NC VICTORY COMMITTEE 2020,2800,2020,Republican
1641,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",PRO-ISRAEL AMERICA PAC,2800,2020,"Bipartisan, but mostly Democratic"
1642,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",CHRIS COONS FOR DELAWARE,2750,2020,Democrat
1643,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JOHN BARRASSO,2700,2016,Republican
1644,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JOHN MCCAIN INC,2700,2016,Republican
1645,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF JOHN THUNE,2700,2016,Republican
1646,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",HOEVEN FOR SENATE,2700,2016,Republican
1647,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",MIKE CRAPO FOR US SENATE,2700,2016,Republican
1648,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican
1649,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",TIM SCOTT FOR SENATE,2700,2016,Republican
1650,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",BENNET FOR COLORADO,2700,2016,Democrat
1651,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",DONALD NORCROSS FOR CONGRESS,2700,2016,Democrat
1652,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",BRADY FOR CONGRESS,2700,2018,Republican
1653,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL","FRIENDS OF DENVER RIGGLEMAN, INC.",2700,2018,Republican
1654,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",MCMORRIS RODGERS AMERICAN DREAM PROJECT; THE,2700,2018,Republican
1655,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",ROSKAM FOR CONGRESS COMMITTEE,2700,2018,Republican
1656,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",STRANGE FOR SENATE,2700,2018,Republican
1657,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",FRIENDS OF MIKE LEE INC,2500,2016,Republican
1658,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",KAY GRANGER CAMPAIGN FUND,2500,2020,Republican
1659,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",JOSH GOTTHEIMER FOR CONGRESS,2500,2020,Democrat
1660,Josh Harris,"Philadelphia 76ers, New Jersey Devils","NBA, NHL",DEVIN NUNES CAMPAIGN COMMITTEE,1000,2018,Republican
1661,Kelly Loeffler,Atlanta Dream,WNBA,TRUMP VICTORY,290300,2020,Republican
1662,Kelly Loeffler,Atlanta Dream,WNBA,TEAM RYAN,247700,2018,Republican
1663,Kelly Loeffler,Atlanta Dream,WNBA,REPUBLICAN NATIONAL COMMITTEE,175000,2020,Republican
1664,Kelly Loeffler,Atlanta Dream,WNBA,REPUBLICAN NATIONAL COMMITTEE,25000,2016,Republican
1665,Kelly Loeffler,Atlanta Dream,WNBA,REPUBLICAN NATIONAL COMMITTEE,25000,2018,Republican
1666,Kelly Loeffler,Atlanta Dream,WNBA,ONE GEORGIA PAC,10000,2018,Republican
1667,Kelly Loeffler,Atlanta Dream,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,10000,2018,"Bipartisan, but mostly Republican"
1668,Kelly Loeffler,Atlanta Dream,WNBA,GEORGIANS FOR ISAKSON,5600,2016,Republican
1669,Kelly Loeffler,Atlanta Dream,WNBA,PERDUE FOR SENATE,5600,2020,Republican
1670,Kelly Loeffler,Atlanta Dream,WNBA,WINRED,5600,2020,Republican
1671,Kelly Loeffler,Atlanta Dream,WNBA,MORAN FOR KANSAS,5400,2016,Republican
1672,Kelly Loeffler,Atlanta Dream,WNBA,PERDUE FOR SENATE,5400,2018,Republican
1673,Kelly Loeffler,Atlanta Dream,WNBA,21ST CENTURY MAJORITY FUND,5000,2016,Republican
1674,Kelly Loeffler,Atlanta Dream,WNBA,AUSTIN SCOTT FOR CONGRESS INC,5000,2016,Republican
1675,Kelly Loeffler,Atlanta Dream,WNBA,PERDUE VICTORY INC,5000,2016,Republican
1676,Kelly Loeffler,Atlanta Dream,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,5000,2016,"Bipartisan, but mostly Republican"
1677,Kelly Loeffler,Atlanta Dream,WNBA,GOP WINNING WOMEN,5000,2018,Republican
1678,Kelly Loeffler,Atlanta Dream,WNBA,ONE GEORGIA PAC,5000,2020,Republican
1679,Kelly Loeffler,Atlanta Dream,WNBA,INTERCONTINENTAL EXCHANGE INC PAC,5000,2020,"Bipartisan, but mostly Republican"
1680,Kelly Loeffler,Atlanta Dream,WNBA,ALASKANS FOR DAN SULLIVAN,2800,2020,Republican
1681,Kelly Loeffler,Atlanta Dream,WNBA,"BEN SASSE FOR U.S. SENATE, INC.",2800,2020,Republican
1682,Kelly Loeffler,Atlanta Dream,WNBA,BILL CASSIDY FOR US SENATE,2800,2020,Republican
1683,Kelly Loeffler,Atlanta Dream,WNBA,CAPITO FOR WEST VIRGINIA,2800,2020,Republican
1684,Kelly Loeffler,Atlanta Dream,WNBA,COLLINS FOR SENATOR,2800,2020,Republican
1685,Kelly Loeffler,Atlanta Dream,WNBA,CORY GARDNER FOR SENATE,2800,2020,Republican
1686,Kelly Loeffler,Atlanta Dream,WNBA,HOMRICH FOR CONGRESS,2800,2020,Republican
1687,Kelly Loeffler,Atlanta Dream,WNBA,"JOHN JAMES FOR SENATE, INC.",2800,2020,Republican
1688,Kelly Loeffler,Atlanta Dream,WNBA,JONI FOR IOWA,2800,2020,Republican
1689,Kelly Loeffler,Atlanta Dream,WNBA,MCSALLY FOR SENATE INC,2800,2020,Republican
1690,Kelly Loeffler,Atlanta Dream,WNBA,ROUNDS FOR SENATE,2800,2020,Republican
1691,Kelly Loeffler,Atlanta Dream,WNBA,STEVE DAINES FOR MONTANA,2800,2020,Republican
1692,Kelly Loeffler,Atlanta Dream,WNBA,"TEAM GRAHAM, INC.",2800,2020,Republican
1693,Kelly Loeffler,Atlanta Dream,WNBA,TEAM HAGERTY,2800,2020,Republican
1694,Kelly Loeffler,Atlanta Dream,WNBA,TEXANS FOR SENATOR JOHN CORNYN INC.,2800,2020,Republican
1695,Kelly Loeffler,Atlanta Dream,WNBA,THOM TILLIS COMMITTEE,2800,2020,Republican
1696,Kelly Loeffler,Atlanta Dream,WNBA,FRIENDS OF PAT TOOMEY,2000,2016,Republican
1697,Kelly Loeffler,Atlanta Dream,WNBA,"STANTON-KING FOR CONGRESS, INC.",2000,2020,Republican
1698,Kelly Loeffler,Atlanta Dream,WNBA,GEORGIA REPUBLICAN PARTY INC.,1000,2020,Republican
1699,Kelly Loeffler,Atlanta Dream,WNBA,TEAM RYAN,750,2016,Republican
1700,Ken Kendrick,Arizona Diamondbacks,MLB,CONSERVATIVE SOLUTIONS PAC,700000,2016,Republican
1701,Ken Kendrick,Arizona Diamondbacks,MLB,TAKE BACK THE HOUSE 2020,65300,2020,Republican
1702,Ken Kendrick,Arizona Diamondbacks,MLB,NRCC,50500,2020,Republican
1703,Ken Kendrick,Arizona Diamondbacks,MLB,DEFEND THE SENATE,39200,2020,Republican
1704,Ken Kendrick,Arizona Diamondbacks,MLB,GARDNER VICTORY COMMITTEE,35500,2020,Republican
1705,Ken Kendrick,Arizona Diamondbacks,MLB,NRSC,33400,2016,Republican
1706,Ken Kendrick,Arizona Diamondbacks,MLB,BETTER FUTURE MI FUND,25000,2020,Republican
1707,Ken Kendrick,Arizona Diamondbacks,MLB,AMERICANS UNITED FOR FREEDOM,21600,2016,Republican
1708,Ken Kendrick,Arizona Diamondbacks,MLB,GRAHAM VICTORY 2020,15000,2020,Republican
1709,Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF WINNING WOMEN 2016,10800,2016,Republican
1710,Ken Kendrick,Arizona Diamondbacks,MLB,RUBIO VICTORY COMMITTEE,10200,2016,Republican
1711,Ken Kendrick,Arizona Diamondbacks,MLB,TED CRUZ VICTORY COMMITTEE,10100,2018,Republican
1712,Ken Kendrick,Arizona Diamondbacks,MLB,GOP WINNING WOMEN,8400,2020,Republican
1713,Ken Kendrick,Arizona Diamondbacks,MLB,ARIZONA REPUBLICAN PARTY,7000,2018,Republican
1714,Ken Kendrick,Arizona Diamondbacks,MLB,ANTHONY GONZALEZ FOR CONGRESS,5600,2020,Republican
1715,Ken Kendrick,Arizona Diamondbacks,MLB,ASHLEY HINSON FOR CONGRESS,5600,2020,Republican
1716,Ken Kendrick,Arizona Diamondbacks,MLB,BILL CASSIDY FOR US SENATE,5600,2020,Republican
1717,Ken Kendrick,Arizona Diamondbacks,MLB,CLAUDIA TENNEY FOR CONGRESS,5600,2020,Republican
1718,Ken Kendrick,Arizona Diamondbacks,MLB,CORY GARDNER FOR SENATE,5600,2020,Republican
1719,Ken Kendrick,Arizona Diamondbacks,MLB,"COTTON FOR SENATE, INC.",5600,2020,Republican
1720,Ken Kendrick,Arizona Diamondbacks,MLB,DEBBIE LESKO FOR CONGRESS,5600,2020,Republican
1721,Ken Kendrick,Arizona Diamondbacks,MLB,FISCHBACH FOR CONGRESS,5600,2020,Republican
1722,Ken Kendrick,Arizona Diamondbacks,MLB,GREG PENCE VICTORY,5600,2020,Republican
1723,Ken Kendrick,Arizona Diamondbacks,MLB,"HANDEL FOR CONGRESS, INC.",5600,2020,Republican
1724,Ken Kendrick,Arizona Diamondbacks,MLB,HUNT FOR CONGRESS,5600,2020,Republican
1725,Ken Kendrick,Arizona Diamondbacks,MLB,LIZ CHENEY FOR WYOMING,5600,2020,Republican
1726,Ken Kendrick,Arizona Diamondbacks,MLB,MARTHA ROBY FOR CONGRESS,5600,2020,Republican
1727,Ken Kendrick,Arizona Diamondbacks,MLB,MCCONNELL VICTORY COMMITTEE,5600,2020,Republican
1728,Ken Kendrick,Arizona Diamondbacks,MLB,MCHENRY FOR CONGRESS,5600,2020,Republican
1729,Ken Kendrick,Arizona Diamondbacks,MLB,MIKE GALLAGHER FOR WISCONSIN,5600,2020,Republican
1730,Ken Kendrick,Arizona Diamondbacks,MLB,SALAZAR FOR CONGRESS,5600,2020,Republican
1731,Ken Kendrick,Arizona Diamondbacks,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,5600,2020,Republican
1732,Ken Kendrick,Arizona Diamondbacks,MLB,WINRED,5600,2020,Republican
1733,Ken Kendrick,Arizona Diamondbacks,MLB,CRUZ FOR PRESIDENT,5400,2016,Republican
1734,Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF JOE HECK,5400,2016,Republican
1735,Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF JOHN BARRASSO,5400,2016,Republican
1736,Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF KELLY AYOTTE INC,5400,2016,Republican
1737,Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF MIA LOVE,5400,2016,Republican
1738,Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF MIKE LEE INC,5400,2016,Republican
1739,Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF ROY BLUNT,5400,2016,Republican
1740,Ken Kendrick,Arizona Diamondbacks,MLB,"FRIENDS OF TODD YOUNG, INC.",5400,2016,Republican
1741,Ken Kendrick,Arizona Diamondbacks,MLB,MARCO RUBIO FOR SENATE 2016,5400,2016,Republican
1742,Ken Kendrick,Arizona Diamondbacks,MLB,RON JOHNSON FOR SENATE INC,5400,2016,Republican
1743,Ken Kendrick,Arizona Diamondbacks,MLB,TED CRUZ FOR SENATE,5400,2016,Republican
1744,Ken Kendrick,Arizona Diamondbacks,MLB,TIM SCOTT FOR SENATE,5400,2016,Republican
1745,Ken Kendrick,Arizona Diamondbacks,MLB,CARLOS CURBELO CONGRESS,5400,2018,Republican
1746,Ken Kendrick,Arizona Diamondbacks,MLB,CAROL FOR CONGRESS,5400,2018,Republican
1747,Ken Kendrick,Arizona Diamondbacks,MLB,CITIZENS FOR JOSH MANDEL INC,5400,2018,Republican
1748,Ken Kendrick,Arizona Diamondbacks,MLB,COFFMAN FOR CONGRESS 2018,5400,2018,Republican
1749,Ken Kendrick,Arizona Diamondbacks,MLB,COMSTOCK FOR CONGRESS,5400,2018,Republican
1750,Ken Kendrick,Arizona Diamondbacks,MLB,CRAMER FOR SENATE,5400,2018,Republican
1751,Ken Kendrick,Arizona Diamondbacks,MLB,DEB FISCHER FOR US SENATE,5400,2018,Republican
1752,Ken Kendrick,Arizona Diamondbacks,MLB,DEBBIE LESKO FOR CONGRESS,5400,2018,Republican
1753,Ken Kendrick,Arizona Diamondbacks,MLB,ELISE FOR CONGRESS,5400,2018,Republican
1754,Ken Kendrick,Arizona Diamondbacks,MLB,JOSH HAWLEY FOR SENATE,5400,2018,Republican
1755,Ken Kendrick,Arizona Diamondbacks,MLB,MARSHA FOR SENATE,5400,2018,Republican
1756,Ken Kendrick,Arizona Diamondbacks,MLB,MATT ROSENDALE FOR MONTANA,5400,2018,Republican
1757,Ken Kendrick,Arizona Diamondbacks,MLB,MCSALLY FOR CONGRESS,5400,2018,Republican
1758,Ken Kendrick,Arizona Diamondbacks,MLB,MORRISEY FOR SENATE INC,5400,2018,Republican
1759,Ken Kendrick,Arizona Diamondbacks,MLB,RICK SCOTT FOR FLORIDA,5400,2018,Republican
1760,Ken Kendrick,Arizona Diamondbacks,MLB,STEVE FERRARA FOR CONGRESS,5400,2018,Republican
1761,Ken Kendrick,Arizona Diamondbacks,MLB,STEVE SMITH FOR CONGRESS,5400,2018,Republican
1762,Ken Kendrick,Arizona Diamondbacks,MLB,TIFFANY SHEDD FOR CONGRESS COMMITTEE,5400,2018,Republican
1763,Ken Kendrick,Arizona Diamondbacks,MLB,WENDYROGERS.ORG,5400,2018,Republican
1764,Ken Kendrick,Arizona Diamondbacks,MLB,"YODER FOR CONGRESS, INC",5400,2018,Republican
1765,Ken Kendrick,Arizona Diamondbacks,MLB,"YODER FOR CONGRESS, INC",5400,2018,Republican
1766,Ken Kendrick,Arizona Diamondbacks,MLB,"WINNING FOR WOMEN, INC. PAC",5000,2018,Republican
1767,Ken Kendrick,Arizona Diamondbacks,MLB,DELIVER. EXCEL. BELIEVE. PAC,5000,2020,Republican
1768,Ken Kendrick,Arizona Diamondbacks,MLB,MCCONNELL FOR MAJORITY LEADER COMMITTEE,5000,2020,Republican
1769,Ken Kendrick,Arizona Diamondbacks,MLB,"WINNING FOR WOMEN, INC. PAC",5000,2020,Republican
1770,Ken Kendrick,Arizona Diamondbacks,MLB,TIFFANY SHEDD FOR CONGRESS COMMITTEE,2800,2020,Republican
1771,Ken Kendrick,Arizona Diamondbacks,MLB,GRASSLEY COMMITTEE INC,2700,2016,Republican
1772,Ken Kendrick,Arizona Diamondbacks,MLB,RON DESANTIS FOR FLORIDA,2700,2016,Republican
1773,Ken Kendrick,Arizona Diamondbacks,MLB,SENATE CONSERVATIVES FUND,2700,2016,Republican
1774,Ken Kendrick,Arizona Diamondbacks,MLB,ANTHONY GONZALEZ FOR CONGRESS,2700,2018,Republican
1775,Ken Kendrick,Arizona Diamondbacks,MLB,ANTONY GHEE FOR CONGRESS INC,2700,2018,Republican
1776,Ken Kendrick,Arizona Diamondbacks,MLB,DAN CRENSHAW FOR CONGRESS,2700,2018,Republican
1777,Ken Kendrick,Arizona Diamondbacks,MLB,DUFFY FOR WISCONSIN,2700,2018,Republican
1778,Ken Kendrick,Arizona Diamondbacks,MLB,FRIENDS OF S. ASHLEY NICKLOES,2700,2018,Republican
1779,Ken Kendrick,Arizona Diamondbacks,MLB,GREG PENCE FOR CONGRESS,2700,2018,Republican
1780,Ken Kendrick,Arizona Diamondbacks,MLB,LEA MARQUEZ PETERSON FOR CONGRESS,2700,2018,Republican
1781,Ken Kendrick,Arizona Diamondbacks,MLB,MICHAEL WALTZ FOR CONGRESS,2700,2018,Republican
1782,Ken Kendrick,Arizona Diamondbacks,MLB,MIMI WALTERS VICTORY FUND,2700,2018,Republican
1783,Ken Kendrick,Arizona Diamondbacks,MLB,ROSKAM FOR CONGRESS COMMITTEE,2700,2018,Republican
1784,Ken Kendrick,Arizona Diamondbacks,MLB,YOUNG KIM FOR CONGRESS,2700,2018,Republican
1785,Ken Kendrick,Arizona Diamondbacks,MLB,THOM TILLIS NC VICTORY COMMITTEE 2020,2500,2020,Republican
1786,Kim Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",TOOMEY VICTORY COMMITTEE,29600,2016,Republican
1787,Kim Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",TOOMEY PENNSYLVANIA VICTORY FUND,15400,2016,Republican
1788,Kim Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican
1789,Kim Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,5000,2016,Republican
1790,Kim Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",IPAA WILDCATTERS FUND,5000,2016,Republican
1791,Laura Ricketts,Chicago Cubs,MLB,L PAC,562400,2016,Democrat
1792,Laura Ricketts,Chicago Cubs,MLB,L PAC,420769,2018,Democrat
1793,Laura Ricketts,Chicago Cubs,MLB,HILLARY VICTORY FUND,300000,2016,Democrat
1794,Laura Ricketts,Chicago Cubs,MLB,L PAC,169666,2020,Democrat
1795,Laura Ricketts,Chicago Cubs,MLB,WOMEN VOTE!,106519,2020,Democrat
1796,Laura Ricketts,Chicago Cubs,MLB,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,65200,2016,Democrat
1797,Laura Ricketts,Chicago Cubs,MLB,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,35500,2020,Democrat
1798,Laura Ricketts,Chicago Cubs,MLB,BIDEN FOR PRESIDENT,5600,2020,Democrat
1799,Laura Ricketts,Chicago Cubs,MLB,QUIGLEY FOR CONGRESS,5400,2016,Democrat
1800,Laura Ricketts,Chicago Cubs,MLB,QUIGLEY FOR CONGRESS,5400,2018,Democrat
1801,Laura Ricketts,Chicago Cubs,MLB,SINEMA FOR ARIZONA,5400,2018,Democrat
1802,Laura Ricketts,Chicago Cubs,MLB,DSCC,5000,2016,Democrat
1803,Laura Ricketts,Chicago Cubs,MLB,SCHAKOWSKY FOR CONGRESS,4500,2018,Democrat
1804,Laura Ricketts,Chicago Cubs,MLB,SCHAKOWSKY FOR CONGRESS,4000,2016,Democrat
1805,Laura Ricketts,Chicago Cubs,MLB,WIN THE ERA PAC,3300,2020,Democrat
1806,Laura Ricketts,Chicago Cubs,MLB,LAUREN UNDERWOOD FOR CONGRESS,2800,2020,Democrat
1807,Laura Ricketts,Chicago Cubs,MLB,JILL STEIN FOR PRESIDENT,2700,2016,
1808,Laura Ricketts,Chicago Cubs,MLB,HILLARY FOR AMERICA,2700,2016,Democrat
1809,Laura Ricketts,Chicago Cubs,MLB,READY PAC,2500,2016,Democrat
1810,Laura Ricketts,Chicago Cubs,MLB,SCHAKOWSKY FOR CONGRESS,1500,2020,Democrat
1811,Laura Ricketts,Chicago Cubs,MLB,KAMALA HARRIS FOR SENATE,1000,2016,Democrat
1812,Laura Ricketts,Chicago Cubs,MLB,NANCY ROTERING FOR CONGRESS,1000,2016,Democrat
1813,Laura Ricketts,Chicago Cubs,MLB,DCCC,1000,2018,Democrat
1814,Laura Ricketts,Chicago Cubs,MLB,FRIENDS OF DICK DURBIN COMMITTEE,1000,2020,Democrat
1815,Laura Ricketts,Chicago Cubs,MLB,MARK TAKANO FOR CONGRESS,500,2016,Democrat
1816,Laura Ricketts,Chicago Cubs,MLB,BILL NELSON FOR US SENATE,500,2018,Democrat
1817,Laura Ricketts,Chicago Cubs,MLB,KOHL FOR CONGRESS,500,2018,Democrat
1818,Laura Ricketts,Chicago Cubs,MLB,ORTIZ JONES VICTORY FUND,500,2018,Democrat
1819,Laura Ricketts,Chicago Cubs,MLB,SINEMA VICTORY FUND,500,2018,Democrat
1820,Laura Ricketts,Chicago Cubs,MLB,QUIGLEY FOR CONGRESS,500,2020,Democrat
1821,Laura Ricketts,Chicago Cubs,MLB,ACTBLUE,270,2018,Democrat
1822,Lisa Brummel,Seattle Storm,WNBA,HILLARY VICTORY FUND,8100,2016,Democrat
1823,Lisa Brummel,Seattle Storm,WNBA,DELBENE FOR CONGRESS,5400,2016,Democrat
1824,Lisa Brummel,Seattle Storm,WNBA,PEOPLE FOR PATTY MURRAY,4600,2016,Democrat
1825,Lisa Brummel,Seattle Storm,WNBA,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,2500,2018,Democrat
1826,Lisa Brummel,Seattle Storm,WNBA,DELBENE FOR CONGRESS,2000,2018,Democrat
1827,Lisa Brummel,Seattle Storm,WNBA,FRIENDS OF MARIA,2000,2018,Democrat
1828,Lisa Brummel,Seattle Storm,WNBA,DELBENE FOR CONGRESS,2000,2020,Democrat
1829,Lisa Brummel,Seattle Storm,WNBA,MARK KELLY FOR SENATE,1000,2020,Democrat
1830,Lisa Brummel,Seattle Storm,WNBA,DR KIM SCHRIER FOR CONGRESS,500,2018,Democrat
1831,Lisa Brummel,Seattle Storm,WNBA,RUSS FOR WISCONSIN,250,2016,Democrat
1832,Magic Johnson,"Los Angeles Dodgers, Los Angeles Sparks","MLB, WNBA",HILLARY VICTORY FUND,277000,2016,Democrat
1833,Magic Johnson,"Los Angeles Dodgers, Los Angeles Sparks","MLB, WNBA",KAMALA HARRIS VICTORY FUND,7500,2016,Democrat
1834,Magic Johnson,"Los Angeles Dodgers, Los Angeles Sparks","MLB, WNBA",HILLARY FOR AMERICA,5400,2016,Democrat
1835,Marc Lasry,Milwaukee Bucks,NBA,HILLARY ACTION FUND,77400,2016,Democrat
1836,Marc Lasry,Milwaukee Bucks,NBA,BIDEN ACTION FUND ,41100,2020,Democrat
1837,Marc Lasry,Milwaukee Bucks,NBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE ,33900,2018,Democrat
1838,Marc Lasry,Milwaukee Bucks,NBA,HILLARY VICTORY FUND,33400,2016,Democrat
1839,Marc Lasry,Milwaukee Bucks,NBA,HILLARY FOR AMERICA,5400,2016,Democrat
1840,Marc Lasry,Milwaukee Bucks,NBA,MISSOURIANS FOR KANDER ,5400,2016,Democrat
1841,Marc Lasry,Milwaukee Bucks,NBA,WYDEN FOR SENATE,5400,2016,Democrat
1842,Marc Lasry,Milwaukee Bucks,NBA,DONNA SHALALA FOR CONGRESS,5400,2018,Democrat
1843,Marc Lasry,Milwaukee Bucks,NBA,GILLIBRAND FOR SENATE ,5400,2018,Democrat
1844,Marc Lasry,Milwaukee Bucks,NBA,CORY 2020,2800,2020,Democrat
