Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Herbert Simon,Indiana Pacers,NBA,HILLARY VICTORY FUND,50000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,TEAM HOLCOMB,50000,2018,Republican,0
Herbert Simon,Indiana Pacers,NBA,TEAM HOLCOMB,50000,2020,Republican,0
Herbert Simon,Indiana Pacers,NBA,DONNELLY VICTORY FUND,32700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,SENATE MAJORITY PAC,25000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,15000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),10000,2016,"Bipartisan, but mostly Republican",0
Herbert Simon,Indiana Pacers,NBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),10000,2018,"Bipartisan, but mostly Republican",0
Herbert Simon,Indiana Pacers,NBA,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,10000,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,MARCO RUBIO FOR PRESIDENT,5400,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,BARON HILL FOR INDIANA,5400,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,KOHL FOR CONGRESS,5400,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,NEW GENERATION PAC,5000,2016,,0
Herbert Simon,Indiana Pacers,NBA,ALL AMERICA PAC,5000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),5000,2020,"Bipartisan, but mostly Republican",0
Herbert Simon,Indiana Pacers,NBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",5000,2020,Bipartisan,0
Herbert Simon,Indiana Pacers,NBA,ANDRE CARSON FOR CONGRESS,4700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",4000,2018,Bipartisan,0
Herbert Simon,Indiana Pacers,NBA,ANDRE CARSON FOR CONGRESS,3700,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,SCHOLTEN4IOWA CAMPAIGN COMMITTEE,3700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,JAIME HARRISON FOR US SENATE,3650,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,"AMY MCGRATH FOR SENATE, INC.",2800,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,ANDRE CARSON FOR CONGRESS,2800,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,BIDEN FOR PRESIDENT,2800,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,MATT LIEBERMAN FOR SENATE,2800,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,CHRIS CHRISTIE FOR PRESIDENT INC,2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,CRUZ FOR PRESIDENT,2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF JOE HECK,2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF PAT TOOMEY,2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,"FRIENDS OF TODD YOUNG, INC.",2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,"JEB 2016, INC.",2700,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,EVAN BAYH COMMITTEE,2700,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF SUSAN BROOKS,2700,2018,Republican,0
Herbert Simon,Indiana Pacers,NBA,GREG PENCE FOR CONGRESS,2700,2018,Republican,0
Herbert Simon,Indiana Pacers,NBA,GREG PENCE VICTORY,2700,2018,Republican,0
Herbert Simon,Indiana Pacers,NBA,MCCARTHY VICTORY FUND,2700,2018,Republican,0
Herbert Simon,Indiana Pacers,NBA,ANDREW JANZ FOR CONGRESS,2700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,BETO FOR TEXAS,2700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,BILL NELSON FOR US SENATE,2700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,CASTEN FOR CONGRESS,2700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,CONOR LAMB FOR CONGRESS,2700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,JANET GARRETT FOR CONGRESS COMMITTEE,2700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,LIZ FOR INDIANA,2700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,PRICE4WNC,2700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,ROSEN FOR NEVADA,2700,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,WALORSKI FOR CONGRESS INC,2500,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,SHELLI YODER FOR INDIANA,2000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,AMY FOR AMERICA,2000,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,KASICH FOR AMERICA INC,1000,2016,Republican,0
Herbert Simon,Indiana Pacers,NBA,JOE KENNEDY FOR CONGRESS,1000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,ORENTLICHER FOR CONGRESS,1000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,RUSS FOR WISCONSIN,1000,2016,Democrat,0
Herbert Simon,Indiana Pacers,NBA,BUCSHON FOR CONGRESS,1000,2018,Republican,0
Herbert Simon,Indiana Pacers,NBA,WALORSKI FOR CONGRESS INC,1000,2018,Republican,0
Herbert Simon,Indiana Pacers,NBA,FRIENDS FOR THORNTON,1000,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,TRITCH FOR CONGRESS,1000,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,ARBALLO FOR CONGRESS,1000,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,BENNET FOR AMERICA,1000,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,BULLOCK FOR PRESIDENT,1000,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,FRIENDS OF JOHN DELANEY,1000,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,MAX ROSE FOR CONGRESS,1000,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,CONGRESSIONAL BLACK CAUCUS PAC,500,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,500,2018,Democrat,0
Herbert Simon,Indiana Pacers,NBA,ELISSA SLOTKIN FOR CONGRESS,500,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,PEOPLE FOR PATTY MURRAY,500,2020,Democrat,0
Herbert Simon,Indiana Pacers,NBA,ACTBLUE,250,2020,Democrat,0
James Dinan,Milwaukee Bucks,NBA,SENATE MAJORITY PAC,100000,2016,Democrat,0
James Dinan,Milwaukee Bucks,NBA,BIDEN ACTION FUND,50000,2020,Democrat,0
James Dinan,Milwaukee Bucks,NBA,HILLARY ACTION FUND,10000,2016,Democrat,0
James Dinan,Milwaukee Bucks,NBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,7300,2016,Democrat,0
James Dinan,Milwaukee Bucks,NBA,RUSS FOR WISCONSIN,5400,2016,Democrat,0
James Dinan,Milwaukee Bucks,NBA,GILLIBRAND VICTORY FUND,5400,2018,Democrat,0
James Dinan,Milwaukee Bucks,NBA,MANAGED FUNDS ASSOCIATION POLITICAL ACTION COMMITTEE,5000,2016,"Bipartisan, but mostly Republican",0
James Dinan,Milwaukee Bucks,NBA,MANAGED FUNDS ASSOCIATION POLITICAL ACTION COMMITTEE ,5000,2018,"Bipartisan, but mostly Republican",0
James Dinan,Milwaukee Bucks,NBA,BIDEN FOR PRESIDENT,2800,2020,Democrat,0
James Dinan,Milwaukee Bucks,NBA,HILLARY FOR AMERICA,2700,2016,Democrat,0
James Dinan,Milwaukee Bucks,NBA,ROMNEY FOR UTAH INC.,2700,2018,Republican,0
James Dinan,Milwaukee Bucks,NBA,MONTANANS FOR TESTER,2700,2018,Democrat,0
James Dinan,Milwaukee Bucks,NBA,BENNET FOR COLORADO,1000,2016,Democrat,0
James Dinan,Milwaukee Bucks,NBA,FRIENDS OF SCHUMER,100,2016,Democrat,0
James L. Dolan,New York Knicks,NBA,REPUBLICAN NATIONAL COMMITTEE,355000,2020,Republican,0
James L. Dolan,New York Knicks,NBA,TRUMP VICTORY,355000,2020,Republican,0
James L. Dolan,New York Knicks,NBA,REPUBLICAN NATIONAL COMMITTEE,339000,2018,Republican,0
James L. Dolan,New York Knicks,NBA,TRUMP VICTORY,300000,2016,Republican,0
James L. Dolan,New York Knicks,NBA,TRUMP VICTORY,125000,2018,Republican,0
James L. Dolan,New York Knicks,NBA,LONG ISLANDERS FOR TRUTH INC,100000,2016,Democrat,0
James L. Dolan,New York Knicks,NBA,SUOZZI VICTORY FUND,10000,2016,Democrat,0
James L. Dolan,New York Knicks,NBA,SUOZZI VICTORY FUND,10000,2018,Democrat,0
James L. Dolan,New York Knicks,NBA,ELISE VICTORY FUND,5600,2020,Republican,0
James L. Dolan,New York Knicks,NBA,SUOZZI FOR CONGRESS,5400,2018,Democrat,0
James L. Dolan,New York Knicks,NBA,COMMON GOOD PAC,5000,2018,Democrat,0
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,KANEW FOR CONGRESS,2708,2018,Democrat,1
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,KAMALA HARRIS FOR THE PEOPLE,2700,2020,Democrat,1
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,ACTBLUE,270,2018,Democrat,1
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,ACTBLUE,270,2020,Democrat,1
Jerry Reinsdorf,Chicago Bulls,NBA,GOVERN OR GO HOME,300000,2018,,0
Jerry Reinsdorf,Chicago Bulls,NBA,UNITED TOGETHER,300000,2018,,0
Jerry Reinsdorf,Chicago Bulls,NBA,DUTY AND COUNTRY,200000,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,"UNITED FOR PROGRESS, INC.",200000,2018,,0
Jerry Reinsdorf,Chicago Bulls,NBA,CITIZENS FOR A STRONG AMERICA INC,200000,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,ILLINOIS DEMOCRATS FOR CHANGE,100000,2020,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,NRSC,100000,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,PROBLEM SOLVERS PATRIOTS,84000,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Jerry Reinsdorf,Chicago Bulls,NBA,NEW JERSEY DEMOCRATIC STATE COMMITTEE,10000,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,0
Jerry Reinsdorf,Chicago Bulls,NBA,COLLINS FOR SENATOR,5600,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,COMMITTEE TO RE-ELECT STEVE WATKINS,5600,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,ERNST VICTORY IOWA,5600,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,KINZINGER FOR CONGRESS,5600,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,MIKE BOST FOR CONGRESS COMMITTE,5600,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,PERDUE FOR SENATE,5600,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,REED VICTORY COMMITTEE,5600,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,DAN LIPINSKI FOR CONGRESS,5600,2020,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF DICK DURBIN COMMITTEE,5600,2020,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,TOM O'HALLERAN FOR CONGRESS,5600,2020,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF JOHN MCCAIN INC,5400,2016,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF KELLY AYOTTE INC,5400,2016,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF CHERI BUSTOS,5400,2016,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,BILL CASSIDY FOR US SENATE,5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,DEB FISCHER FOR US SENATE,5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF JOHN BARRASSO,5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,"HOOSIERS FOR ROKITA, INC.",5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,JEFF FLAKE FOR US SENATE INC,5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,KINZINGER FOR CONGRESS,5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,MCSALLY FOR SENATE INC,5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,MIKE BOST FOR CONGRESS COMMITTEE,5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,ROSENDALE VICTORY FUND,5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,TIM SCOTT FOR SENATE,5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,TOM REED FOR CONGRESS,5400,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,CHARLIE CRIST FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,DAN LIPINSKI FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,DONNELLY FOR INDIANA,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,JOSH GOTTHEIMER FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,MONTANANS FOR TESTER,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,QUIGLEY FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,SCHNEIDER FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,SUOZZI FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,TOM O'HALLERAN FOR CONGRESS,5400,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,JOSH GOTTHEIMER FOR CONGRESS,5400,2020,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,KIRK VICTORY COMMITTEE,5000,2016,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,TIM SCOTT FOR SENATE,5000,2016,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,GOLDEN RULE PAC,5000,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,GREEN VICTORY FUND,5000,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,SCOTT TAYLOR FOR SENATE,5000,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Jerry Reinsdorf,Chicago Bulls,NBA,DOLD FOR CONGRESS,3700,2016,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,ROSKAM FOR CONGRESS COMMITTEE,3700,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,AMERICANS FOR PARNELL COMMITTEE,2800,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,FERGUSON VICTORY FUND,2800,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,JIM 2020 COMMITTEE,2800,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,MATT ROSENDALE FOR MONTANA,2800,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,BRINDISI FOR CONGRESS,2800,2020,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,HICKENLOOPER FOR COLORADO,2800,2020,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF MIA LOVE,2700,2016,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,SASSE LEADERSHIP COMMITTEE,2700,2016,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,EVAN BAYH COMMITTEE,2700,2016,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,COMMITTEE TO ELECT STEVE WATKINS,2700,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF S. ASHLEY NICKLOES,2700,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,RANDY HULTGREN FOR CONGRESS,2700,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,STRANGE FOR SENATE,2700,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,FRIENDS OF DICK DURBIN COMMITTEE,2700,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,STANTON FOR CONGRESS,2700,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,STANTON FOR CONGRESS,2700,2020,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,KINZINGER FOR CONGRESS,2500,2016,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,MIKE BOST FOR CONGRESS COMMITTEE,2500,2016,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,DURBIN VICTORY FUND,2500,2018,Democrat,0
Jerry Reinsdorf,Chicago Bulls,NBA,BOST PAC,2500,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,WINRED,2500,2020,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,KATKO FOR CONGRESS,1000,2016,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,UNIVERSITY PUBLIC ISSUES COMMITTEE AKA UPIC,1000,2016,"Bipartisan, but mostly Democratic",0
Jerry Reinsdorf,Chicago Bulls,NBA,PETE SESSIONS FOR CONGRESS,1000,2018,Republican,0
Jerry Reinsdorf,Chicago Bulls,NBA,UNIVERSITY PUBLIC ISSUES COMMITTEE AKA UPIC,1000,2018,"Bipartisan, but mostly Democratic",0
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PROTECT THE HOUSE,100000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,HILLARY VICTORY FUND,27000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF JOHN THUNE,5400,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,LISA MURKOWSKI FOR US SENATE,5400,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PEOPLE FOR PATTY MURRAY,5400,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,LISA MURKOWSKI FOR US SENATE,5400,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CHRIS COONS FOR DELAWARE,5400,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF MARIA,5400,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF SCHUMER,5400,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MONTANANS FOR TESTER,5400,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WHITEHOUSE FOR SENATE,5400,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF KELLY AYOTTE INC,5000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,M-PAC,5000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CORY GARDNER FOR SENATE,5000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,GREAT AMERICA COMMITTEE,5000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,HEARTLAND VALUES PAC,5000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,TEAM RYAN,5000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,HOOPS PAC,5000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,M-PAC,5000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,150PAC.ORG,5000,2018,Bipartisan,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PRAMILA FOR CONGRESS,4700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SCHATZ FOR SENATE,4700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,UDALL FOR US ALL,4700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,KEVIN MCCARTHY FOR CONGRESS,4500,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF DAVE REICHERT,4000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF JOHN MCCAIN INC,4000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,KEVIN MCCARTHY FOR CONGRESS,4000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PORTMAN FOR SENATE COMMITTEE,4000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,THE RICHARD BURR COMMITTEE,4000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WYDEN FOR SENATE,4000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,JAIME FOR CONGRESS,4000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,GILLIBRAND FOR SENATE,4000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PEOPLE FOR DEREK KILMER,4000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PEOPLE FOR DEREK KILMER,3700,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,COLLINS FOR SENATOR,3700,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,"FRIENDS FOR CHRIS STEWART, INC.",3700,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CATHY MCMORRIS RODGERS FOR CONGRESS,3500,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,JAIME FOR CONGRESS,3000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,ADAM SMITH FOR CONGRESS COMMITTEE,3000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,BENNET FOR COLORADO,3000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CHRIS COONS FOR DELAWARE,3000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,MONTANANS FOR TESTER,3000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,HATCH ELECTION COMMITTEE INC,3000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SIMPSON FOR CONGRESS,3000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CARPER FOR SENATE,3000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,PRAMILA FOR CONGRESS,2700,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DAN NEWHOUSE FOR CONGRESS,2700,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF JOHN BARRASSO,2700,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,KAY GRANGER CAMPAIGN FUND,2700,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,ADAM SMITH FOR CONGRESS COMMITTEE,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,BILL NELSON FOR US SENATE,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CITIZENS TO ELECT RICK LARSEN,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DELBENE FOR CONGRESS,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DENNY HECK FOR CONGRESS,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,TAMMY BALDWIN FOR SENATE,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,TEAM GRAHAM INC,2500,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DAN NEWHOUSE FOR CONGRESS,2000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF ROY BLUNT,2000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SIMPSON FOR CONGRESS,2000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,WALDEN FOR CONGRESS,2000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CITIZENS TO ELECT RICK LARSEN,2000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DELBENE FOR CONGRESS,2000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,DENNY HECK FOR CONGRESS,2000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,FRIENDS OF SCHUMER,2000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,SCHATZ FOR SENATE,2000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,ALASKANS FOR DAN SULLIVAN,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,BRADY FOR CONGRESS,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Portland Trail Blazers,NBA,CATHY MCMORRIS RODGERS FOR CONGRESS,2000,2018,Republican,1
